brand,model,year,damage_class,severity,price_tnd
Hyundai,Tucson,2018,fender-dent,moderate,609.84
Renault,Clio,2026,front-windscreen-damage,moderate,423.22
BMW,Serie 3,2016,runningboard-dent,severe,1152.73
Toyota,Corolla,2026,rear-bumper-dent,light,356.4
BMW,X5,2024,quarterpanel-dent,moderate,1193.05
Toyota,RAV4,2018,front-windscreen-damage,moderate,498.96
Toyota,Corolla,2021,fender-dent,moderate,585.34
Ford,Fiesta,2018,fender-dent,severe,1006.24
Audi,Q5,2026,doorouter-dent,light,665.28
Toyota,Corolla,2016,fender-dent,light,375.7
Ford,Fiesta,2021,runningboard-dent,severe,658.5
Ford,Fiesta,2020,fender-dent,moderate,652.86
Peugeot,3008,2019,pillar-dent,severe,738.42
Renault,Megane,2025,pillar-dent,severe,715.96
Hyundai,Tucson,2020,sidemirror-damage,light,145.68
Peugeot,208,2022,fender-dent,severe,779.18
Ford,Kuga,2020,fender-dent,severe,979.28
Mercedes,Classe A,2020,rear-windscreen-damage,moderate,863.28
Volkswagen,Golf,2021,roof-dent,severe,1536.51
Audi,A4,2020,front-windscreen-damage,severe,1165.43
Peugeot,208,2019,taillight-damage,moderate,246.14
Ford,Focus,2023,roof-dent,moderate,995.75
Renault,Captur,2025,roof-dent,severe,1252.92
Ford,Fiesta,2022,bonnet-dent,light,519.45
Renault,Clio,2024,signlight-damage,moderate,145.31
Hyundai,i20,2023,sidemirror-damage,severe,349.16
Toyota,Yaris,2024,sidemirror-damage,severe,344.15
Renault,Captur,2024,rear-windscreen-damage,moderate,387.49
Volkswagen,Tiguan,2025,front-windscreen-damage,severe,746.1
Toyota,Corolla,2021,bonnet-dent,moderate,798.19
Mercedes,Classe C,2016,fender-dent,moderate,1252.35
Hyundai,i30,2020,signlight-damage,light,97.12
Ford,Kuga,2025,bonnet-dent,moderate,829.0
Audi,A3,2020,signlight-damage,light,155.39
Peugeot,208,2023,quarterpanel-dent,severe,907.82
BMW,Serie 3,2017,rear-windscreen-damage,severe,1213.54
Toyota,RAV4,2024,signlight-damage,severe,229.43
BMW,X3,2020,front-bumper-dent,severe,1820.98
Renault,Captur,2025,bonnet-dent,severe,1073.93
Peugeot,3008,2019,pillar-dent,light,295.37
BMW,Serie 3,2021,pillar-dent,severe,1436.74
Renault,Clio,2024,fender-dent,light,319.68
Toyota,RAV4,2023,quarterpanel-dent,severe,1008.69
Audi,Q5,2020,quarterpanel-dent,severe,1683.4
Toyota,Corolla,2018,headlight-damage,severe,498.96
Renault,Megane,2018,signlight-damage,severe,237.01
Hyundai,Tucson,2018,front-windscreen-damage,moderate,498.96
Peugeot,308,2024,pillar-dent,light,275.32
Ford,Kuga,2023,runningboard-dent,severe,640.13
BMW,X3,2025,headlight-damage,light,325.57
Volkswagen,Polo,2026,sidemirror-damage,severe,367.54
Kia,Sportage,2023,sidemirror-damage,moderate,232.77
Toyota,Yaris,2018,doorouter-dent,light,465.7
Hyundai,i20,2023,quarterpanel-dent,severe,1008.69
Volkswagen,Tiguan,2023,roof-dent,light,597.45
BMW,X5,2022,rear-windscreen-damage,moderate,755.57
Mercedes,Classe C,2021,bonnet-dent,light,957.82
Volkswagen,Polo,2018,doorouter-dent,light,512.27
Renault,Megane,2022,doorouter-dent,severe,1046.78
Kia,Ceed,2025,rear-bumper-dent,severe,904.37
Kia,Ceed,2023,rear-bumper-dent,moderate,620.73
Volkswagen,Polo,2021,bonnet-dent,moderate,878.01
Hyundai,i30,2017,taillight-damage,moderate,280.91
Toyota,Corolla,2025,runningboard-dent,light,226.09
Ford,Kuga,2019,front-bumper-dent,light,451.25
Peugeot,3008,2022,headlight-damage,severe,425.01
Hyundai,i30,2026,rear-windscreen-damage,severe,594.0
Ford,Focus,2020,front-bumper-dent,light,445.13
Kia,Ceed,2016,rear-windscreen-damage,light,273.24
Volkswagen,Tiguan,2020,roof-dent,moderate,1038.63
Hyundai,Tucson,2019,front-bumper-dent,severe,1025.58
Peugeot,308,2017,runningboard-dent,light,227.54
Peugeot,308,2024,roof-dent,moderate,803.01
Mercedes,GLC,2018,quarterpanel-dent,light,864.86
Toyota,Yaris,2016,fender-dent,moderate,626.17
Peugeot,3008,2020,bonnet-dent,light,437.04
Peugeot,208,2017,front-bumper-dent,light,379.23
Mercedes,GLC,2018,rear-bumper-dent,severe,1995.84
Volkswagen,Golf,2019,front-windscreen-damage,light,324.9
Hyundai,Tucson,2018,roof-dent,severe,1455.3
Hyundai,i20,2024,front-bumper-dent,severe,955.97
Mercedes,Classe C,2020,rear-bumper-dent,moderate,1294.92
Renault,Clio,2017,roof-dent,light,560.42
Mercedes,GLC,2017,taillight-damage,severe,842.74
Toyota,Yaris,2024,pillar-dent,light,305.91
Kia,Sportage,2024,roof-dent,light,535.34
Renault,Megane,2017,signlight-damage,severe,240.18
Volkswagen,Polo,2025,pillar-dent,severe,829.0
Peugeot,3008,2022,front-bumper-dent,light,354.17
Peugeot,308,2021,quarterpanel-dent,moderate,622.59
BMW,X3,2016,headlight-damage,severe,922.18
Kia,Ceed,2024,headlight-damage,moderate,305.91
Mercedes,Classe A,2018,runningboard-dent,severe,1247.4
Kia,Ceed,2024,front-bumper-dent,moderate,637.31
Ford,Focus,2021,pillar-dent,severe,878.01
Volkswagen,Polo,2025,runningboard-dent,severe,621.75
Ford,Kuga,2020,headlight-damage,severe,534.15
Kia,Rio,2024,sidemirror-damage,moderate,229.43
Toyota,Yaris,2018,front-windscreen-damage,light,299.38
BMW,X3,2019,pillar-dent,severe,1476.83
Mercedes,GLC,2024,bonnet-dent,moderate,1529.55
BMW,X3,2018,taillight-damage,severe,748.44
Mercedes,Classe A,2019,pillar-dent,moderate,1093.95
Renault,Captur,2022,sidemirror-damage,light,134.59
Hyundai,Tucson,2023,bonnet-dent,moderate,775.91
Mercedes,Classe C,2024,quarterpanel-dent,severe,1988.41
Peugeot,208,2023,headlight-damage,severe,418.99
Hyundai,Tucson,2022,front-windscreen-damage,severe,708.34
Audi,A3,2016,bonnet-dent,moderate,1366.2
Hyundai,Tucson,2019,pillar-dent,moderate,546.97
Hyundai,i20,2016,front-bumper-dent,light,426.94
Kia,Rio,2019,sidemirror-damage,severe,369.21
Peugeot,3008,2021,rear-bumper-dent,light,344.82
Peugeot,308,2018,taillight-damage,severe,374.22
Mercedes,Classe C,2023,fender-dent,severe,1707.01
Toyota,Corolla,2020,signlight-damage,light,97.12
Peugeot,3008,2021,quarterpanel-dent,severe,933.88
Hyundai,i20,2016,headlight-damage,moderate,341.55
Audi,Q5,2026,fender-dent,light,522.72
Mercedes,GLC,2021,pillar-dent,moderate,1064.25
Toyota,Yaris,2018,roof-dent,moderate,970.2
Toyota,RAV4,2018,signlight-damage,moderate,166.32
Peugeot,308,2022,bonnet-dent,severe,1062.52
Audi,Q5,2023,runningboard-dent,moderate,620.73
Toyota,Yaris,2017,rear-windscreen-damage,moderate,449.46
Hyundai,Tucson,2024,pillar-dent,light,305.91
Peugeot,3008,2022,fender-dent,moderate,519.45
Renault,Captur,2023,taillight-damage,severe,368.56
Renault,Megane,2022,doorouter-dent,light,418.71
Volkswagen,Polo,2024,fender-dent,moderate,616.92
Renault,Megane,2019,taillight-damage,light,155.89
Mercedes,GLC,2017,quarterpanel-dent,light,876.45
Volkswagen,Tiguan,2025,signlight-damage,moderate,165.8
Kia,Sportage,2023,front-windscreen-damage,light,279.33
Renault,Clio,2019,fender-dent,severe,857.38
Volkswagen,Polo,2025,pillar-dent,severe,829.0
Volkswagen,Golf,2022,sidemirror-damage,light,155.84
Hyundai,i30,2016,fender-dent,severe,939.26
Ford,Fiesta,2019,front-windscreen-damage,light,324.9
Mercedes,GLC,2016,taillight-damage,light,341.55
Ford,Kuga,2016,quarterpanel-dent,light,488.42
Audi,Q5,2024,rear-bumper-dent,light,587.35
Renault,Clio,2024,taillight-damage,light,145.31
Peugeot,308,2024,doorouter-dent,light,385.45
Peugeot,3008,2017,front-windscreen-damage,severe,682.62
Toyota,Corolla,2021,pillar-dent,light,319.27
Audi,A4,2020,pillar-dent,light,517.97
Peugeot,308,2023,front-windscreen-damage,light,251.4
Hyundai,i30,2018,bonnet-dent,moderate,831.6
BMW,X5,2022,signlight-damage,severe,425.01
Renault,Captur,2025,signlight-damage,moderate,143.19
Ford,Kuga,2020,signlight-damage,moderate,178.05
Peugeot,3008,2021,doorouter-dent,severe,1005.72
Peugeot,308,2016,runningboard-dent,moderate,384.24
Peugeot,3008,2019,quarterpanel-dent,severe,959.94
Renault,Clio,2025,quarterpanel-dent,severe,930.74
BMW,X5,2017,sidemirror-damage,severe,682.62
Peugeot,308,2017,bonnet-dent,light,455.08
Ford,Fiesta,2018,quarterpanel-dent,moderate,792.79
Mercedes,GLC,2026,runningboard-dent,moderate,742.5
Mercedes,Classe A,2023,runningboard-dent,severe,1163.87
Kia,Ceed,2024,headlight-damage,light,183.55
Renault,Captur,2021,rear-windscreen-damage,light,242.65
Ford,Kuga,2018,rear-windscreen-damage,moderate,487.87
Peugeot,308,2020,quarterpanel-dent,moderate,631.27
Peugeot,208,2016,roof-dent,light,537.94
Toyota,RAV4,2018,rear-bumper-dent,severe,997.92
Renault,Captur,2020,rear-bumper-dent,light,369.05
Toyota,RAV4,2024,headlight-damage,moderate,305.91
Toyota,Corolla,2021,fender-dent,light,351.2
Mercedes,GLC,2017,roof-dent,light,1179.83
Volkswagen,Polo,2016,quarterpanel-dent,severe,1221.04
Mercedes,GLC,2019,roof-dent,moderate,1914.41
Audi,A4,2026,pillar-dent,light,475.2
Ford,Fiesta,2017,headlight-damage,severe,556.21
BMW,X3,2016,signlight-damage,severe,461.09
Mercedes,Classe C,2023,doorouter-dent,moderate,1448.37
Ford,Kuga,2016,quarterpanel-dent,light,488.42
Volkswagen,Polo,2025,runningboard-dent,moderate,414.5
BMW,Serie 3,2026,taillight-damage,light,267.3
Peugeot,308,2022,front-windscreen-damage,light,255.0
Kia,Ceed,2017,roof-dent,light,589.92
Audi,A4,2019,sidemirror-damage,severe,590.73
Peugeot,308,2017,taillight-damage,light,151.69
Ford,Kuga,2025,front-bumper-dent,severe,1036.25
Mercedes,Classe C,2022,bonnet-dent,moderate,1574.1
BMW,Serie 3,2023,taillight-damage,moderate,465.55
Mercedes,Classe A,2017,headlight-damage,light,404.51
Mercedes,GLC,2017,runningboard-dent,severe,1264.11
Audi,Q5,2017,taillight-damage,light,269.68
BMW,X5,2025,pillar-dent,moderate,904.37
Kia,Rio,2018,doorouter-dent,severe,1164.24
Ford,Focus,2024,bonnet-dent,severe,1261.88
Kia,Ceed,2017,doorouter-dent,moderate,786.56
Renault,Megane,2021,headlight-damage,light,181.99
BMW,X3,2017,fender-dent,severe,1668.62
Ford,Focus,2024,headlight-damage,light,201.9
Audi,A3,2021,front-bumper-dent,severe,1596.38
Audi,A3,2023,headlight-damage,light,297.95
Renault,Captur,2022,rear-bumper-dent,light,358.89
Volkswagen,Tiguan,2017,runningboard-dent,moderate,463.51
BMW,Serie 3,2026,taillight-damage,severe,668.25
Kia,Ceed,2017,doorouter-dent,light,471.93
Kia,Sportage,2020,front-windscreen-damage,moderate,485.6
Toyota,Corolla,2019,quarterpanel-dent,light,426.64
Mercedes,Classe A,2019,sidemirror-damage,moderate,492.28
Ford,Fiesta,2022,front-windscreen-damage,moderate,519.45
BMW,X5,2024,rear-bumper-dent,moderate,1101.28
Peugeot,208,2023,rear-bumper-dent,moderate,558.66
Mercedes,Classe C,2026,rear-bumper-dent,light,712.8
Audi,A3,2022,roof-dent,severe,2203.74
Audi,A3,2022,front-windscreen-damage,light,453.34
Hyundai,Tucson,2024,quarterpanel-dent,light,397.68
BMW,X3,2026,quarterpanel-dent,light,694.98
Peugeot,3008,2023,pillar-dent,light,279.33
Audi,Q5,2025,front-bumper-dent,light,602.91
Toyota,Yaris,2022,pillar-dent,moderate,524.7
Toyota,Corolla,2021,doorouter-dent,severe,1117.46
Volkswagen,Polo,2025,pillar-dent,moderate,552.67
Renault,Captur,2025,taillight-damage,severe,357.98
Mercedes,Classe A,2019,quarterpanel-dent,moderate,1422.13
Toyota,Corolla,2023,rear-windscreen-damage,severe,620.73
Peugeot,3008,2016,roof-dent,light,537.94
Ford,Fiesta,2017,sidemirror-damage,severe,417.16
Toyota,RAV4,2022,taillight-damage,light,157.41
Mercedes,Classe A,2020,taillight-damage,light,323.73
Renault,Megane,2024,roof-dent,moderate,847.63
Volkswagen,Polo,2024,quarterpanel-dent,severe,1093.63
Kia,Rio,2025,runningboard-dent,severe,565.23
Mercedes,Classe A,2023,signlight-damage,severe,465.55
Toyota,RAV4,2023,headlight-damage,light,186.22
Kia,Sportage,2024,pillar-dent,severe,764.77
Mercedes,GLC,2021,bonnet-dent,moderate,1596.38
Volkswagen,Polo,2021,pillar-dent,light,351.2
Audi,Q5,2017,runningboard-dent,severe,1011.29
Renault,Clio,2019,runningboard-dent,moderate,389.72
Kia,Rio,2019,front-bumper-dent,moderate,683.72
Kia,Ceed,2019,bonnet-dent,severe,1230.69
Hyundai,i20,2022,runningboard-dent,severe,590.29
Audi,A3,2019,bonnet-dent,light,787.64
Toyota,Yaris,2019,front-bumper-dent,moderate,683.72
Hyundai,i30,2024,sidemirror-damage,moderate,229.43
Renault,Megane,2024,front-bumper-dent,severe,908.17
Hyundai,Tucson,2020,rear-windscreen-damage,moderate,431.64
Audi,A4,2017,headlight-damage,light,323.61
Renault,Clio,2017,rear-bumper-dent,moderate,640.48
Peugeot,208,2025,rear-bumper-dent,moderate,542.62
Renault,Clio,2017,sidemirror-damage,moderate,240.18
Kia,Sportage,2016,bonnet-dent,light,512.32
BMW,X3,2020,sidemirror-damage,light,262.22
Peugeot,308,2018,bonnet-dent,light,449.06
Volkswagen,Tiguan,2019,quarterpanel-dent,moderate,782.17
BMW,Serie 3,2022,bonnet-dent,moderate,1416.69
BMW,Serie 3,2020,front-bumper-dent,light,728.39
Audi,A4,2017,rear-windscreen-damage,severe,1078.7
Ford,Focus,2022,quarterpanel-dent,severe,1125.48
Toyota,Yaris,2021,signlight-damage,severe,239.46
Volkswagen,Polo,2021,runningboard-dent,moderate,439.0
Mercedes,GLC,2022,bonnet-dent,light,944.46
Renault,Captur,2020,runningboard-dent,light,230.66
Hyundai,i30,2017,sidemirror-damage,light,151.69
Audi,A4,2026,sidemirror-damage,severe,534.6
Peugeot,308,2021,pillar-dent,severe,718.37
Peugeot,3008,2022,roof-dent,moderate,826.4
Toyota,Corolla,2019,front-windscreen-damage,light,295.37
BMW,X3,2022,fender-dent,light,623.34
Mercedes,Classe C,2018,taillight-damage,severe,831.6
Renault,Captur,2023,runningboard-dent,moderate,368.56
Mercedes,GLC,2017,fender-dent,severe,1854.02
Hyundai,Tucson,2019,front-bumper-dent,severe,1025.58
Audi,Q5,2021,fender-dent,light,561.92
Ford,Fiesta,2026,fender-dent,moderate,598.95
Toyota,RAV4,2019,sidemirror-damage,light,147.68
Ford,Kuga,2017,front-bumper-dent,severe,1158.76
Peugeot,208,2024,rear-windscreen-damage,light,220.26
Audi,A4,2020,pillar-dent,light,517.97
Audi,A4,2024,fender-dent,moderate,897.34
Kia,Sportage,2019,pillar-dent,severe,820.46
Hyundai,i30,2016,front-windscreen-damage,severe,768.49
Renault,Clio,2023,runningboard-dent,severe,552.84
Peugeot,3008,2026,doorouter-dent,moderate,623.7
BMW,X5,2018,doorouter-dent,moderate,1397.09
Volkswagen,Polo,2025,quarterpanel-dent,moderate,718.47
Renault,Captur,2021,sidemirror-damage,light,136.49
BMW,X3,2023,pillar-dent,severe,1396.64
Peugeot,308,2018,rear-bumper-dent,moderate,598.75
Mercedes,GLC,2016,front-windscreen-damage,light,614.79
Renault,Captur,2017,fender-dent,moderate,587.11
Audi,A4,2020,rear-bumper-dent,severe,1553.9
Volkswagen,Tiguan,2021,doorouter-dent,light,491.68
Audi,A4,2026,rear-windscreen-damage,moderate,633.6
Audi,Q5,2019,pillar-dent,light,525.1
Renault,Megane,2024,doorouter-dent,moderate,678.1
BMW,X3,2026,pillar-dent,light,534.6
Toyota,Corolla,2023,front-windscreen-damage,moderate,465.55
Kia,Rio,2018,fender-dent,severe,914.76
Ford,Fiesta,2026,fender-dent,moderate,598.95
Hyundai,i30,2017,quarterpanel-dent,severe,1095.56
Audi,A3,2020,pillar-dent,severe,1294.92
Volkswagen,Tiguan,2020,rear-windscreen-damage,severe,712.21
Volkswagen,Golf,2026,quarterpanel-dent,severe,1061.77
Audi,A4,2021,roof-dent,light,893.97
Kia,Rio,2026,taillight-damage,moderate,247.5
Mercedes,GLC,2024,roof-dent,moderate,1784.47
Peugeot,308,2026,rear-bumper-dent,severe,801.9
Kia,Rio,2026,taillight-damage,light,148.5
Mercedes,Classe C,2021,front-bumper-dent,moderate,1330.31
Hyundai,Tucson,2023,rear-windscreen-damage,light,248.29
Peugeot,3008,2024,headlight-damage,severe,412.98
BMW,X3,2023,front-windscreen-damage,severe,1256.98
Kia,Ceed,2020,rear-windscreen-damage,severe,647.46
Toyota,Yaris,2025,rear-windscreen-damage,light,241.16
Renault,Clio,2017,sidemirror-damage,moderate,240.18
Volkswagen,Polo,2022,quarterpanel-dent,severe,1125.48
BMW,Serie 3,2025,pillar-dent,severe,1356.55
Audi,A3,2025,rear-bumper-dent,moderate,964.66
Volkswagen,Golf,2020,pillar-dent,moderate,593.51
Audi,Q5,2026,bonnet-dent,severe,1782.0
Peugeot,3008,2018,taillight-damage,moderate,249.48
Hyundai,i30,2024,fender-dent,severe,841.25
Hyundai,i30,2016,front-windscreen-damage,moderate,512.32
Kia,Ceed,2017,fender-dent,light,370.8
Peugeot,208,2018,signlight-damage,light,89.81
Mercedes,Classe A,2026,quarterpanel-dent,severe,1930.5
Toyota,RAV4,2018,roof-dent,light,582.12
Renault,Megane,2025,doorouter-dent,light,400.94
Ford,Fiesta,2026,front-bumper-dent,moderate,680.62
Toyota,Corolla,2024,front-bumper-dent,moderate,637.31
Audi,Q5,2019,pillar-dent,severe,1312.74
Peugeot,308,2017,front-bumper-dent,moderate,632.05
Renault,Captur,2024,headlight-damage,light,174.37
Toyota,Corolla,2019,fender-dent,severe,902.51
Hyundai,i20,2025,pillar-dent,light,301.45
Hyundai,i20,2019,rear-bumper-dent,severe,984.56
Toyota,RAV4,2026,bonnet-dent,severe,1113.75
Renault,Captur,2022,roof-dent,severe,1308.47
Audi,A3,2016,rear-bumper-dent,severe,1639.44
Toyota,RAV4,2024,taillight-damage,moderate,254.92
Kia,Sportage,2025,headlight-damage,severe,452.18
Renault,Megane,2020,bonnet-dent,moderate,768.86
Renault,Captur,2018,doorouter-dent,moderate,737.35
Peugeot,208,2023,roof-dent,moderate,814.71
Volkswagen,Polo,2022,signlight-damage,moderate,173.15
Mercedes,Classe C,2023,front-bumper-dent,moderate,1293.19
Volkswagen,Golf,2025,bonnet-dent,light,497.4
Kia,Rio,2023,doorouter-dent,moderate,724.18
Hyundai,i30,2025,signlight-damage,light,90.44
Toyota,Corolla,2020,signlight-damage,light,97.12
Mercedes,Classe A,2018,front-bumper-dent,light,831.6
Renault,Captur,2019,front-windscreen-damage,light,280.6
Mercedes,GLC,2022,fender-dent,moderate,1154.34
Peugeot,208,2021,rear-bumper-dent,light,344.82
Audi,A3,2025,runningboard-dent,severe,904.37
Toyota,Yaris,2020,roof-dent,light,566.53
Renault,Clio,2021,rear-windscreen-damage,moderate,404.42
Kia,Sportage,2018,fender-dent,light,365.9
Volkswagen,Polo,2022,quarterpanel-dent,moderate,750.32
Peugeot,208,2018,signlight-damage,severe,224.53
Kia,Rio,2023,roof-dent,severe,1357.85
Ford,Kuga,2016,front-windscreen-damage,severe,845.34
Peugeot,208,2022,quarterpanel-dent,moderate,613.9
Ford,Focus,2019,headlight-damage,moderate,361.0
Renault,Clio,2019,sidemirror-damage,light,140.3
Mercedes,GLC,2021,quarterpanel-dent,moderate,1383.52
Mercedes,GLC,2019,rear-bumper-dent,light,787.64
Audi,A4,2026,headlight-damage,light,285.12
Peugeot,3008,2019,rear-windscreen-damage,light,236.29
Audi,A3,2023,pillar-dent,severe,1241.46
Toyota,Corolla,2024,quarterpanel-dent,severe,994.21
Volkswagen,Golf,2026,taillight-damage,moderate,272.25
Toyota,Corolla,2023,front-windscreen-damage,moderate,465.55
Audi,A3,2019,runningboard-dent,light,393.82
BMW,X3,2026,bonnet-dent,severe,2004.75
Audi,Q5,2020,signlight-damage,moderate,258.98
BMW,Serie 3,2021,fender-dent,moderate,1053.61
Kia,Ceed,2016,sidemirror-damage,moderate,256.16
Audi,A4,2017,doorouter-dent,severe,1887.73
Peugeot,3008,2026,rear-windscreen-damage,moderate,356.4
Renault,Captur,2026,front-bumper-dent,severe,881.72
Toyota,RAV4,2026,front-bumper-dent,moderate,618.75
Peugeot,3008,2021,sidemirror-damage,moderate,215.51
Mercedes,Classe A,2021,rear-bumper-dent,severe,1915.65
Kia,Rio,2023,doorouter-dent,severe,1086.28
Mercedes,Classe C,2020,front-windscreen-damage,moderate,971.19
Audi,Q5,2018,fender-dent,moderate,975.74
Audi,Q5,2025,front-bumper-dent,severe,1507.27
Kia,Sportage,2025,taillight-damage,moderate,251.21
Mercedes,GLC,2024,taillight-damage,severe,764.77
Ford,Focus,2019,doorouter-dent,moderate,842.34
Ford,Kuga,2023,runningboard-dent,severe,640.13
Kia,Rio,2026,taillight-damage,light,148.5
Peugeot,208,2019,headlight-damage,light,177.22
Ford,Kuga,2021,roof-dent,severe,1536.51
Renault,Megane,2021,roof-dent,light,530.79
Toyota,Corolla,2021,front-windscreen-damage,moderate,478.91
Renault,Megane,2026,bonnet-dent,moderate,705.38
Toyota,Yaris,2026,rear-bumper-dent,light,356.4
Volkswagen,Polo,2022,rear-bumper-dent,light,415.56
Volkswagen,Tiguan,2025,fender-dent,severe,911.9
Renault,Clio,2018,bonnet-dent,severe,1185.03
Peugeot,3008,2025,rear-windscreen-damage,severe,542.62
Toyota,Corolla,2024,signlight-damage,light,91.77
Volkswagen,Golf,2023,front-bumper-dent,light,426.75
Mercedes,Classe A,2021,signlight-damage,severe,478.91
Renault,Clio,2026,rear-bumper-dent,moderate,564.3
Audi,Q5,2026,front-bumper-dent,light,594.0
Ford,Kuga,2020,doorouter-dent,moderate,830.91
Ford,Fiesta,2016,taillight-damage,severe,469.63
Ford,Fiesta,2021,roof-dent,severe,1536.51
Volkswagen,Polo,2021,front-bumper-dent,severe,1097.51
Peugeot,208,2017,rear-bumper-dent,light,364.06
Kia,Sportage,2019,front-windscreen-damage,light,295.37
Mercedes,GLC,2017,front-windscreen-damage,severe,1516.93
Mercedes,GLC,2023,taillight-damage,moderate,517.27
Renault,Clio,2026,quarterpanel-dent,light,366.79
Peugeot,3008,2022,fender-dent,moderate,519.45
Audi,Q5,2018,headlight-damage,severe,798.34
Audi,A4,2024,rear-bumper-dent,moderate,978.91
Ford,Focus,2025,rear-windscreen-damage,moderate,442.13
Renault,Clio,2017,doorouter-dent,light,448.34
Toyota,RAV4,2016,sidemirror-damage,severe,384.24
Kia,Sportage,2022,quarterpanel-dent,severe,1023.16
Toyota,RAV4,2023,taillight-damage,severe,387.96
Mercedes,Classe C,2020,sidemirror-damage,moderate,485.6
Kia,Ceed,2026,quarterpanel-dent,light,386.1
Hyundai,Tucson,2021,doorouter-dent,moderate,744.97
Volkswagen,Golf,2023,front-bumper-dent,light,426.75
Ford,Kuga,2016,doorouter-dent,light,525.99
Hyundai,i20,2022,sidemirror-damage,severe,354.17
Peugeot,3008,2024,rear-windscreen-damage,light,220.26
Volkswagen,Polo,2023,pillar-dent,light,341.4
Volkswagen,Polo,2022,doorouter-dent,moderate,808.04
Volkswagen,Polo,2019,quarterpanel-dent,light,469.3
Kia,Sportage,2024,runningboard-dent,light,229.43
Peugeot,208,2024,doorouter-dent,light,385.45
Peugeot,308,2022,signlight-damage,light,85.0
Kia,Rio,2023,bonnet-dent,moderate,775.91
Hyundai,i30,2017,doorouter-dent,severe,1179.83
Kia,Ceed,2019,rear-bumper-dent,moderate,656.37
Audi,A4,2021,front-windscreen-damage,severe,1149.39
Renault,Captur,2021,doorouter-dent,light,424.64
Kia,Rio,2022,headlight-damage,severe,472.23
Peugeot,208,2018,taillight-damage,light,149.69
Kia,Ceed,2026,doorouter-dent,severe,1039.5
Renault,Megane,2022,roof-dent,severe,1308.47
Mercedes,Classe C,2019,sidemirror-damage,light,295.37
Peugeot,308,2024,front-bumper-dent,severe,860.37
Peugeot,208,2017,headlight-damage,light,182.03
Peugeot,308,2016,pillar-dent,light,307.39
Kia,Sportage,2017,front-windscreen-damage,severe,758.46
Kia,Rio,2019,signlight-damage,moderate,164.09
Renault,Captur,2020,front-bumper-dent,moderate,640.72
Toyota,Yaris,2025,roof-dent,light,527.55
Audi,A4,2022,sidemirror-damage,moderate,377.78
Volkswagen,Polo,2022,quarterpanel-dent,severe,1125.48
BMW,X3,2017,front-bumper-dent,light,758.46
Mercedes,Classe A,2017,roof-dent,moderate,1966.39
Toyota,Corolla,2025,pillar-dent,severe,753.64
Renault,Captur,2021,signlight-damage,severe,227.48
Renault,Captur,2024,quarterpanel-dent,severe,944.5
BMW,X3,2025,runningboard-dent,severe,1017.41
Toyota,Corolla,2020,rear-windscreen-damage,moderate,431.64
Kia,Ceed,2019,taillight-damage,light,164.09
Peugeot,208,2024,front-bumper-dent,severe,860.37
Renault,Clio,2017,pillar-dent,light,320.24
Kia,Sportage,2021,quarterpanel-dent,light,415.06
Toyota,Corolla,2025,signlight-damage,moderate,150.73
Audi,Q5,2016,rear-windscreen-damage,light,437.18
BMW,Serie 3,2020,roof-dent,moderate,1699.58
Hyundai,i20,2024,rear-windscreen-damage,moderate,407.88
Kia,Rio,2022,quarterpanel-dent,severe,1023.16
BMW,X3,2020,doorouter-dent,severe,2039.5
Ford,Focus,2019,runningboard-dent,moderate,451.25
Peugeot,208,2021,signlight-damage,light,86.2
Ford,Focus,2026,pillar-dent,severe,816.75
Ford,Focus,2025,front-bumper-dent,severe,1036.25
Hyundai,i20,2024,front-bumper-dent,severe,955.97
Hyundai,i20,2023,front-windscreen-damage,severe,698.32
Toyota,RAV4,2020,doorouter-dent,light,453.22
Ford,Focus,2018,roof-dent,severe,1600.83
Peugeot,208,2023,runningboard-dent,severe,523.74
BMW,X3,2022,rear-windscreen-damage,light,453.34
Ford,Focus,2019,pillar-dent,light,361.0
BMW,Serie 3,2020,doorouter-dent,moderate,1359.67
Mercedes,Classe A,2016,doorouter-dent,moderate,1593.9
Toyota,RAV4,2016,pillar-dent,light,341.55
Hyundai,Tucson,2017,runningboard-dent,moderate,421.37
Hyundai,i30,2024,bonnet-dent,moderate,764.77
Renault,Clio,2023,sidemirror-damage,severe,331.7
Toyota,Yaris,2022,rear-windscreen-damage,light,251.86
Mercedes,Classe C,2018,quarterpanel-dent,light,864.86
Audi,A3,2022,doorouter-dent,moderate,1175.33
BMW,X5,2021,rear-bumper-dent,severe,1724.08
BMW,Serie 3,2017,rear-windscreen-damage,severe,1213.54
Renault,Clio,2026,rear-windscreen-damage,severe,564.3
BMW,Serie 3,2026,quarterpanel-dent,light,694.98
Audi,Q5,2025,pillar-dent,severe,1205.82
Audi,A3,2016,headlight-damage,moderate,546.48
Peugeot,3008,2024,roof-dent,moderate,803.01
Ford,Kuga,2018,front-windscreen-damage,moderate,548.86
Mercedes,Classe A,2017,roof-dent,moderate,1966.39
Peugeot,3008,2022,bonnet-dent,severe,1062.52
Kia,Ceed,2025,pillar-dent,light,301.45
Toyota,RAV4,2022,fender-dent,light,346.3
Ford,Fiesta,2024,front-windscreen-damage,moderate,504.75
Peugeot,208,2021,headlight-damage,light,172.41
BMW,Serie 3,2016,pillar-dent,light,614.79
Renault,Clio,2024,rear-windscreen-damage,moderate,387.49
